timestamp(ms),MP uptime,NAV uptime,accel x,accel y,accel z,gyro x,gyro y,gyro z,altitude,verticalvel,mag x,mag y,mag z,magraw x,magraw y,magraw z,heading,
"1694994578.316",,,,,"0.450413","-6.704305","0.244148","-0.703146","1915.716064","478.902588",,,,,,,,
"1694994578.317",,,,,,,,,,,"-27.667349","-36.845951","-95.016083","-1893","-2521",,,
"1694994578.318",,,,,,,,,,,,,,,,"-6501","-126.902603",
"1694994578.418",,"120061","-9.889551","-0.211032",,,,,,,,,,,,,,
"1694994578.419",,,,,"-0.717562","11.694693","1.008332","1.069369","1915.685669",,,,,,,,,
"1694994578.42",,,,,,,,,,"478.970947","-27.126572","-36.802105","-94.606842","-1856","-2518",,,
"1694994578.421",,,,,,,,,,,,,,,,"-6473","-126.393661",
"1694994578.535",,"120142","-9.941769","0.123159","0.738031","9.943215","0.021973","-1.198767","1915.772461","478.93277","-27.755043","-36.772873","-93.992981","-1899","-2516","-6431","-127.044388",
"1694994578.624",,"120223","-10.470873","-0.071558",,,,,,,,,,,,,,
"1694994578.625",,,,,"-0.30885","-16.325245","-0.563982","1.584521","1915.859863","478.942474",,,,,,,,
"1694994578.626",,,,,,,,,,,"-27.272728","-36.831337","-94.986847","-1866","-2520",,,
"1694994578.627",,,,,,,,,,,,,,,,"-6499","-126.519066",
"1694994578.727",,"120304","-9.703473","0.80308","-0.905208",,,,,,,,,,,,,
"1694994578.728",,,,,,"19.508368","-2.265694","3.398542","1915.686279",,,,,,,,,
"1694994578.729",,,,,,,,,,"478.957611","-26.980415","-36.962875","-94.63607","-1834","-2572","-6489","-126.12693",
"1694994578.829",,"120466","-9.716167","-0.610706",,,,,,,,,,,,,,
"1694994578.83",,,,,"0.15426","-22.569054","0.090335","1.042512","1916.094727","478.94574",,,,,,,,
"1694994578.831",,,,,,,,,,,"-26.965799","-34.916691","-94.577614","-1845","-2389",,,
"1694994578.832",,,,,,,,,,,,,,,,"-6471","-127.678543",
"1694994578.932",,"120546","-9.953453","0.157342","-0.126268",,,,,,,,,,,,,
"1694994578.933",,,,,,"4.377575","1.223182","3.276468","1915.540039","478.999115",,,,,,,,
"1694994578.934",,,,,,,,,,,"-26.863491","-35.062847","-95.103767","-1838",,,,
"1694994578.935",,,,,,,,,,,,,,,"-2399","-6507","-127.457626",
"1694994579.049",,"120628",,,,,,,,,,,,,,,,
"1694994579.05",,,"-9.550857","0.004165","-0.054364","48.890659","1.018097","-4.834132","1915.598877","478.908783","-28.368898","-36.465946","-95.059929","-1941","-2495","-6504","-127.881348",
"1694994579.138",,"120709","-9.790886","-0.152329","0.341616",,,,,,,,,,,,,
"1694994579.139",,,,,,"-737869746455707600","-0.068361","1.442915","1915.859863","478.905762","-27.988894",,,,,,,
"1694994579.14",,,,,,,,,,,,"-36.305176","-94.387611","-1915","-2484","-6458","-127.62986",
"1694994579.24",,"120871","-9.913644","-0.022951","0.054288",,,,,,,,,,,,,
"1694994579.241",,,,,,"737869746455707600","1.12064","-1.474655","1915.685669",,,,,,,,,
"1694994579.242",,,,,,,,,,"478.916748","-26.29348","-36.100555","-95.045311","-1799",,,,
"1694994579.243",,,,,,,,,,,,,,,"-2470","-6503","-126.067352",
"1694994579.343",,"120951","-9.963408","0.105851",,,,,,,,,,,,,,
"1694994579.344",,,,,"0.194336","-737869746455707600","-1.757866","2.224189",,,,,,,,,,
"1694994579.345",,,,,,,,,"1915.566772","478.918549","-26.278866","-35.764397","-94.256065","-1798",,,,
"1694994579.346",,,,,,,,,,,,,,,"-2447","-6449","-126.307602",
"1694994579.446",,"121033","-9.870079","-0.111222",,,,,,,,,,,,,,
"1694994579.447",,,,,"0.106517","8.072472","-0.185553","0.485855","1915.685669",,,,,,,,,
"1694994579.448",,,,,,,,,,"478.899017","-26.775795","-35.282082","-93.890671","-1832","-2414",,,
"1694994579.449",,,,,,,,,,,,,,,,"-6424","-127.195091",
"1694994579.563",,"121195","-9.899504","-0.009104","0.127205","-7.151095","0.324717","-0.273446",,,,,,,,,,
"1694994579.564",,,,,,,,,"1915.919312","478.95166","-26.571178","-34.65361","-94.53376","-1818","-2371","-6468","-127.479729",
"1694994579.652",,"121276","-9.919124","-0.326276",,,,,,,,,,,,,,
"1694994579.653",,,,,"0.637191","-737869746455707600","0.209967","-0.161138","1915.859863",,,,,,,,,
"1694994579.654",,,,,,,,,,"478.973236","-26.878107","-34.770535","-92.969894","-1839",,,,
"1694994579.655",,,,,,,,,,,,,,,"-2379","-6361","-127.704529",
"1694994579.755",,"121357","-9.886234","-0.074875","-0.074763",,,,,,,,,,,,,
"1694994579.756",,,,,,"-737869746455707600","0.627461","-0.542009",,,,,,,,,,
"1694994579.757",,,,,,,,,"1915.47998","478.960449","-27.550423","-34.828995","-94.153755","-1885",,,,
"1694994579.758",,,,,,,,,,,,,,,"-2383","-6442","-128.344696",
"1694994579.858",,"121438","-9.868203","-0.10978",,,,,,,,,,,,,,
"1694994579.859",,,,,"0.110134","-2.808639","-0.422376","-1.882381","1915.540039",,,,,,,,,
"1694994579.86",,,,,,,,,,"478.889069","-26.907337","-35.501316","-94.752998",,,,,
"1694994579.861",,,,,,,,,,,,,,"-1841","-2429","-6483","-127.159393",
